report_id,title,class_rating,county,event_date,latitude,longitude,summary,terrain_roughness_score
28714,Report 28714: Memory told of seeing a bigfoot on the side of a road along Middle Branch Creek,Class A,Fulton County,1969-08-09,40.62288,-89.99328,Report 28714: Memory told of seeing a bigfoot on the side of a road along Middle Branch Creek,0.274
28728,Report 28728: Daylight sighting by a motorist near Brookfield Zoo,Class A,Cook County,2010-11-16,41.84136,-87.83285,Report 28728: Daylight sighting by a motorist near Brookfield Zoo,0.004
28899,Report 28899: Father and son have daylight sighting on Illinois Rt 48 near Taylorville,Class A,Christian County,2008-05-05,39.5075,-89.3469,Report 28899: Father and son have daylight sighting on Illinois Rt 48 near Taylorville,0.016
28936,Report 28936: Daytime sighting by a motorist east of Seneca,Class A,Grundy County,2009-06-24,41.33018,-88.53889,Report 28936: Daytime sighting by a motorist east of Seneca,0.064
28940,Report 28940: Motorist has night-time sighting near bridge just south of Seneca,Class A,La Salle County,2011-02-24,41.29663,-88.60814,Report 28940: Motorist has night-time sighting near bridge just south of Seneca,0.18
29165,Report 29165: Possible observations using thermal imager southeast of Equality,Class A,Hardin County,2011-04-15,37.60075,-88.38197,Report 29165: Possible observations using thermal imager southeast of Equality,0.245
29265,Report 29265: Motorists have sighting at night near Otterville,Class A,Jersey County,2008-05-23,39.02341,-90.40184,Report 29265: Motorists have sighting at night near Otterville,0.171
29287,Report 29287: Memory told of a daylight sighting as a youth near Fenton,Class A,Whiteside County,2000-04-07,41.7584,-90.0795,Report 29287: Memory told of a daylight sighting as a youth near Fenton,0.11
30003,Report 30003: Late night encounter by a motorcyclist outside of Marseilles,Class A,La Salle County,2011-07-18,41.42396,-88.71103,Report 30003: Late night encounter by a motorcyclist outside of Marseilles,0.043
30203,Report 30203: Nighttime sighting by motorists along I-55 near Lincoln,Class A,Logan County,2004-10-30,40.14471,-89.41959,Report 30203: Nighttime sighting by motorists along I-55 near Lincoln,0.026
30367,Report 30367: Memories told of encounters experienced by a family living near Villa Grove,Class A,Douglas County,1964-11-07,39.8213,-88.1676,Report 30367: Memories told of encounters experienced by a family living near Villa Grove,0.044
30896,Report 30896: Second nighttime sighting by motorcyclist north of Marseilles,Class A,La Salle County,2011-10-20,41.4209,-88.706,Report 30896: Second nighttime sighting by motorcyclist north of Marseilles,0.052
31858,Report 31858: Motorists have nighttime sighting on outskirts of Lawrenceville,Class A,Lawrence County,2011-12-19,38.71682,-87.68468,Report 31858: Motorists have nighttime sighting on outskirts of Lawrenceville,0.033
31968,Report 31968: Midday observation by young hunters near Glasford,Class A,Fulton County,1985-01-12,40.59904,-89.88347,Report 31968: Midday observation by young hunters near Glasford,0.041
32162,Report 32162: Recollection of daylight sighting as youth near Victoria,Class A,Knox County,1973-06-09,40.98073,-90.18332,Report 32162: Recollection of daylight sighting as youth near Victoria,0.165
32400,Report 32400: Jogger has daylight sighting on Prairie Trail near Algonquin,Class A,McHenry County,2008-09-13,42.18476,-88.29926,Report 32400: Jogger has daylight sighting on Prairie Trail near Algonquin,0.218
33638,Report 33638: Woman recalls her night time sighting while fishing behind her home near Columbia,Class A,St. Clair County,1991-11-16,38.51689,-90.16501,Report 33638: Woman recalls her night time sighting while fishing behind her home near Columbia,0.145
33859,Report 33859: Woman recalls daylight sighting north of Marseilles,Class A,La Salle County,1987-07-11,41.42741,-88.71402,Report 33859: Woman recalls daylight sighting north of Marseilles,0.161
34728,Report 34728: Recollection of a daylight sighting as a youth in Riverton,Class A,Sangamon County,1996-10-12,39.84874,-89.55229,Report 34728: Recollection of a daylight sighting as a youth in Riverton,0.126
35427,Report 35427: Family has daylight sighting while fishing on Rend Lake,Class A,Franklin County,2012-05-14,38.1038,-88.99181,Report 35427: Family has daylight sighting while fishing on Rend Lake,0.0
36246,Report 36246: Hiker has daylight sighting near Olive Branch.,Class A,Alexander County,2011-10-10,37.18404,-89.36896,Report 36246: Hiker has daylight sighting near Olive Branch.,0.132
36306,Report 36306: Motorist has daytime sighting near railroad tracks west of Murphysboro,Class A,Jackson County,2011-03-05,37.71917,-89.48784,Report 36306: Motorist has daytime sighting near railroad tracks west of Murphysboro,0.028
36406,Report 36406: Daylight sighting by a camper in Argyle Lake State Park,Class A,McDonough County,2012-08-09,40.45273,-90.79664,Report 36406: Daylight sighting by a camper in Argyle Lake State Park,0.252
36667,Report 36667: Memory told of encounters on a farm near Ottawa.,Class A,La Salle County,1986-01-01,41.30374,-88.95451,Report 36667: Memory told of encounters on a farm near Ottawa.,0.504
37522,Report 37522: Homeowner recalls night time sighting in NW Decatur,Class A,Macon County,1980-11-08,39.8732,-88.9813,Report 37522: Homeowner recalls night time sighting in NW Decatur,0.088
37697,Report 37697: Memory told of a sighting at dawn while deer hunting north of Hettick.,Class A,Macoupin County,1993-11-20,39.37753,-90.04582,Report 37697: Memory told of a sighting at dawn while deer hunting north of Hettick.,0.118
37856,Report 37856: Close encounter at night by a motorist near Mt.Carmel,Class A,Wabash County,2010-10-19,38.37945,-87.79079,Report 37856: Close encounter at night by a motorist near Mt.Carmel,0.125
38395,Report 38395: Motorists have nighttime sighting north of Matteson.,Class A,Cook County,2012-12-20,41.53346,-87.75156,Report 38395: Motorists have nighttime sighting north of Matteson.,0.006
39267,Report 39267: Motorist reports his second sighting near railroad tracks west of Murphysboro,Class A,Jackson County,2012-03-06,37.71917,-89.48784,Report 39267: Motorist reports his second sighting near railroad tracks west of Murphysboro,0.028
40075,Report 40075: Daylight sighting along levee in East Peoria,Class A,Tazewell County,2013-02-26,40.67577,-89.60034,Report 40075: Daylight sighting along levee in East Peoria,0.066
40457,Report 40457: Memory told of a close encounter by motorists just north of Rushville,Class A,Schuyler County,2000-01-09,40.25679,-90.59952,Report 40457: Memory told of a close encounter by motorists just north of Rushville,0.142
41318,Report 41318: Memory told of roadside sighting at night south of Rantoul,Class A,Champaign County,1975-10-11,40.26916,-88.1033,Report 41318: Memory told of roadside sighting at night south of Rantoul,0.009
41718,Report 41718: Motorcyclist has daylight sighting south of Kellerville,Class A,Adams County,2013-06-22,39.91682,-90.95499,Report 41718: Motorcyclist has daylight sighting south of Kellerville,0.167
41916,Report 41916: Memory told of daylight sighting while mushroom hunting along Happy Hollow Road near Gorham,Class A,Jackson County,1978-04-21,37.68485,-89.49155,Report 41916: Memory told of daylight sighting while mushroom hunting along Happy Hollow Road near Gorham,0.657
42140,Report 42140: Hiker has daylight sighting in Goodenow Grove Nature Preserve,Class A,Will County,2009-10-10,41.40762,-87.60593,Report 42140: Hiker has daylight sighting in Goodenow Grove Nature Preserve,0.036
42794,Report 42794: Memory told of a nighttime highway crossing near Stewardson,Class A,Shelby County,1998-09-28,39.2372,-88.61966,Report 42794: Memory told of a nighttime highway crossing near Stewardson,0.045
42945,Report 42945: Memory told of a daylight sighting along railroad tracks east of Plumfield,Class A,Franklin County,2013-11-24,37.88755,-88.98393,Report 42945: Memory told of a daylight sighting along railroad tracks east of Plumfield,0.034
43148,Report 43148: Hiker has close daylight sighting in Beall Woods State Park,Class A,Wabash County,2013-10-23,38.354,-87.8572,Report 43148: Hiker has close daylight sighting in Beall Woods State Park,0.042
43348,Report 43348: Memory told of sighting at night along SR 108 near Hagaman,Class A,Macoupin County,2014-05-14,39.30525,-90.0933,Report 43348: Memory told of sighting at night along SR 108 near Hagaman,0.114
43619,Report 43619: Motorist has twilight sighting south of Oquawka.,Class A,Henderson County,2014-05-12,40.9119,-90.928,Report 43619: Motorist has twilight sighting south of Oquawka.,0.404
44003,Report 44003: Close encounter while fishing remembered near Giant City State Park,Class A,Jackson County,2014-05-14,37.63264,-89.17177,Report 44003: Close encounter while fishing remembered near Giant City State Park,0.099
44649,Report 44649: Memory told of a daytime sighting on a farm south of Rock Falls,Class A,Whiteside County,2014-05-12,41.72264,-89.80784,Report 44649: Memory told of a daytime sighting on a farm south of Rock Falls,0.088
46439,Report 46439: Motorists have night time sighting near edge of Altona,Class A,Knox County,2014-09-05,41.12409,-90.16382,Report 46439: Motorists have night time sighting near edge of Altona,0.029
46494,Report 46494: Memory told of a daytime sighting in Schiller Woods,Class A,Cook County,1967-08-15,41.9586,-87.8574,Report 46494: Memory told of a daytime sighting in Schiller Woods,0.026
46878,Report 46878: Hiker has a daylight sighting in Buffalo Rock State Park,Class A,La Salle County,2014-10-10,41.3224,-88.92,Report 46878: Hiker has a daylight sighting in Buffalo Rock State Park,0.292
47249,Report 47249: Motorist has dusk sighting west of Galesburg,Class A,Warren County,2015-01-12,40.9474,-90.4429,Report 47249: Motorist has dusk sighting west of Galesburg,0.052
47403,Report 47403: Deer hunter has daylight encounters and attempts to take photos east of Findlay,Class A,Shelby County,2014-12-30,39.50655,-88.70795,Report 47403: Deer hunter has daylight encounters and attempts to take photos east of Findlay,0.017
47649,Report 47649: Truck driver has a daylight sighting west of Ellisville.,Class A,Fulton County,2005-07-15,40.625,-90.3832,Report 47649: Truck driver has a daylight sighting west of Ellisville.,0.182
47776,Report 47776: Nighttime sighting by homeowner in Lake in the Hills,Class A,McHenry County,2017-01-22,42.1838,-88.30026,Report 47776: Nighttime sighting by homeowner in Lake in the Hills,0.191
47911,Report 47911: Memory told of a nighttime road crossing near Coal City,Class A,Will County,2017-01-22,41.34693,-88.23882,Report 47911: Memory told of a nighttime road crossing near Coal City,0.025
49302,Report 49302: Memory told of nighttime sighting by motorists on New Douglas Road,Class A,Madison County,2017-01-25,38.96846,-89.72024,Report 49302: Memory told of nighttime sighting by motorists on New Douglas Road,0.11
49515,Report 49515: Motorist has daylight sighting near Marseilles,Class A,La Salle County,2015-08-12,41.29601,-88.60679,Report 49515: Motorist has daylight sighting near Marseilles,
49954,Report 49954: Memory told of encounter at a remote cabin at Sandy Run,Class A,White County,2015-10-11,37.9308,-88.362,Report 49954: Memory told of encounter at a remote cabin at Sandy Run,0.124
50208,Report 50208: Bus driver has afternoon sighting on U.S. 51 north of De Soto,Class A,Jackson County,2015-11-02,37.85126,-89.23383,Report 50208: Bus driver has afternoon sighting on U.S. 51 north of De Soto,0.11
50341,Report 50341: Home owner gets a good look at his frequent visitor one night near Jonesboro,Class A,Union County,2015-11-21,37.4351,-89.30203,Report 50341: Home owner gets a good look at his frequent visitor one night near Jonesboro,0.286
55224,Report 55224: Memory told of daylight sighting while dirt bike riding east of Freeburg,Class A,St. Clair County,1996-06-29,38.43189,-89.87113,Report 55224: Memory told of daylight sighting while dirt bike riding east of Freeburg,0.123
55706,Report 55706: Memory told of daytime encounter near Farmdale Park,Class A,Tazewell County,2016-10-03,40.67855,-89.49032,Report 55706: Memory told of daytime encounter near Farmdale Park,0.322
55934,Report 55934: Nighttime sighting near Sunset Lake west of Girard,Class A,Macoupin County,2017-01-20,39.4383,-89.86021,Report 55934: Nighttime sighting near Sunset Lake west of Girard,0.033
57303,Report 57303: Memory told of a sighting on a farm near Nashville,Class A,Washington County,2000-05-18,38.33912,-89.35323,Report 57303: Memory told of a sighting on a farm near Nashville,0.019
57880,Report 57880: Juvenile observed during the daytime by a bow hunter near Alto Pass,Class A,Union County,2013-10-29,37.56937,-89.36241,Report 57880: Juvenile observed during the daytime by a bow hunter near Alto Pass,0.431
